fasta,GH,GT,PL,CE,AA,CBM
M8,3.6578503095104105,5.064715813168261,0.0,0.8441193021947102,2.8137310073157002,0.28137310073157007
M9,3.9200313602508823,5.096040768326146,0.5880047040376323,0.7840062720501764,1.9600156801254411,0.1960015680125441
S1,6.904487917146144,10.548523206751055,0.19179133103183735,1.1507479861910241,3.452243958573072,0.0
S10,4.896817068905212,6.8205666316894025,0.17488632388947184,0.8744316194473593,2.448408534452606,0.0
S11,4.370629370629371,6.41025641025641,0.0,0.5827505827505828,1.7482517482517483,0.2913752913752914
S12,11.199528440907752,7.957559681697613,0.5894488653109342,3.5366931918656053,2.357795461243737,0.2947244326554671
S14,2.997152704930316,5.245017233628053,0.1498576352465158,1.3487187172186423,3.2968679754233476,0.0
S15,1.8832391713747645,5.414312617702448,0.4708097928436911,0.9416195856873822,2.1186440677966103,0.0
S17,10.717475439118786,6.847275974992557,0.5954153021732659,2.977076510866329,2.0839535576064305,0.29770765108663294
S18,5.193767479025169,5.193767479025169,0.3995205753096284,0.5992808629644426,2.796644027167399,0.1997602876548142
S19,4.929275610801543,5.572224603514789,1.0715816545220747,0.6429489927132448,2.1431633090441493,0.0
S2,2.5630914826498423,8.675078864353312,0.1971608832807571,1.1829652996845426,1.774447949526814,0.0
S20,4.643650312941652,5.451241671714113,0.8075913587724611,1.0094891984655763,2.0189783969311526,0.20189783969311528
S21,3.741054001301236,7.15679895901106,0.0,1.6265452179570592,2.602472348731295,0.0
S22,7.738392411382925,10.733899151273091,0.0,2.4962556165751373,0.998502246630055,0.24962556165751376
S24,2.886836027713626,3.175519630484988,0.0,1.443418013856813,2.020785219399538,0.28868360277136257
S25,8.63344844597928,5.426739023186975,0.49333991119881604,2.7133695115934877,1.9733596447952642,0.24666995559940802
S27,5.955107650022904,5.955107650022904,0.22904260192395787,0.45808520384791573,2.748511223087494,0.22904260192395787
S28,2.6402640264026402,4.840484048404841,0.22002200220022003,0.8800880088008801,2.6402640264026402,0.0
S29,3.2679738562091503,3.9941902687000725,0.0,1.815541031227306,2.541757443718228,0.36310820624546114
S3,2.953724975385625,4.2664916311125705,0.0,1.6409583196586808,2.297341647522153,0.6563833278634722
S30,3.484320557491289,5.807200929152149,0.0,0.5807200929152149,1.7421602787456445,0.5807200929152149
S31,5.296194586112201,5.884660651235778,0.5884660651235779,0.3923107100823852,2.550019615535504,0.1961553550411926
S32,3.1655587211142766,4.431782209559987,0.31655587211142766,0.6331117442228553,2.2158911047799936,0.31655587211142766
S4,5.8906691800188495,6.126295947219604,0.942507068803016,0.706880301602262,2.591894439208294,0.235626767200754
S5,3.9668229354489717,7.212405337179949,0.3606202668589975,1.44248106743599,3.2455824017309776,0.18031013342949875
S6,8.804108584005869,7.703595011005135,0.36683785766691124,2.93470286133529,2.201027146001467,0.7336757153338225
S7,9.765625,7.8125,0.0,2.232142857142857,1.6741071428571428,0.0
S8,11.908812521265737,9.52705001701259,1.0207553589656344,3.062266076896904,2.041510717931269,1.0207553589656344
S9,4.988028731045491,5.38707102952913,0.5985634477254589,0.7980845969672786,1.7956903431763767,0.19952114924181966
V1,10.022550739163117,6.264094211976948,0.7516913054372337,3.507892758707091,2.255073916311701,0.2505637684790779
V10,3.7966325519973587,5.7774843182568505,0.0,1.8157807857378672,2.8062066688676133,0.0
V11,4.739336492890995,5.118483412322274,0.5687203791469194,0.7582938388625592,2.085308056872038,0.0
V12,2.457673402512288,6.007646095030037,0.0,1.638448935008192,1.3653741125068268,0.0
V13,10.471204188481677,8.457511075312121,0.0,3.624647603705195,2.4164317358034633,0.4027386226339106
V14,3.3582089552238807,6.529850746268656,0.1865671641791045,1.492537313432836,3.171641791044776,0.373134328358209
V15,11.856003449019186,9.269239060142272,1.2933821944384565,3.2334554860961413,1.2933821944384565,0.2155636990730761
V16,14.220552723370002,8.317681781593775,1.0732492621411323,4.292997048564529,1.6098738932116983,0.0
V17,6.096734859775098,8.264462809917356,0.4064489906516732,1.625795962606693,2.9806259314456036,0.2709659937677822
V18,3.663003663003663,7.500436071864644,0.17442874585731727,1.5698587127158556,2.6164311878597593,0.17442874585731727
V19,5.8160668847691745,7.633587786259541,0.3635041802980734,0.3635041802980734,2.1810250817884405,0.0
V2,2.3078698361412413,5.53888760673898,0.0,1.1539349180706207,1.8462958689129934,0.0
V20,4.093023255813954,7.2558139534883725,0.18604651162790697,1.3023255813953487,2.4186046511627906,0.0
V21,2.932551319648094,3.9100684261974585,0.0,1.6291951775822744,2.280873248615184,0.3258390355164549
V22,5.529225908372828,5.33175355450237,0.5924170616113744,0.5924170616113744,2.3696682464454977,0.19747235387045814
V23,4.56968773800457,4.56968773800457,0.0,1.904036557501904,2.6656511805026657,0.7616146230007617
V24,8.239375542064181,8.239375542064181,0.0,2.385082393755421,1.0841283607979184,0.21682567215958368
V25,6.807131280388979,3.8897893030794166,0.0,0.32414910858995133,3.2414910858995136,0.0
V26,30.055817947617005,10.304851867754401,2.5762129669386002,5.367110347788751,0.6440532417346501,1.5027908973808501
V27,6.769564040075819,6.498781478472786,0.0,0.27078256160303277,2.9786081776333604,0.0
V28,4.815409309791332,8.382379168896023,0.5350454788657035,0.8917424647761727,2.318530408418049,0.17834849295523456
V29,5.505849965588437,5.849965588437715,0.516173434273916,0.6882312456985547,2.7529249827942186,0.3441156228492773
V3,23.61918604651163,6.1773255813953485,1.0901162790697674,3.2703488372093026,0.7267441860465116,1.0901162790697674
V30,9.874105159219946,6.418168353492965,0.7405578869414959,3.70278943470748,2.221673660824488,0.4937052579609973
V31,9.238891333040035,8.578970523537176,0.0,3.2996040475142983,0.8798944126704796,0.4399472063352398
V32,5.300676293182233,6.762931822335953,0.3655638822884299,0.9139097057210748,2.1933832937305793,0.0
V33,4.664970313825275,5.301102629346904,0.8481764206955047,0.6361323155216285,2.3324851569126377,0.21204410517387617
V34,8.072407045009784,6.360078277886497,0.4892367906066536,2.690802348336595,2.2015655577299413,0.2446183953033268
V35,3.113879003558719,3.558718861209964,0.0,1.3345195729537367,3.113879003558719,0.4448398576512455
V36,3.64797081623347,6.383948928408572,0.0,0.9119927040583675,1.823985408116735,0.45599635202918376
V37,3.7678975131876413,5.651846269781462,0.0,1.1303692539562924,1.8839487565938207,0.37678975131876413
V38,3.2323232323232323,7.2727272727272725,0.0,1.2121212121212122,2.0202020202020203,0.40404040404040403
V39,4.642329605401984,5.697404515720616,0.8440599282549061,0.6330449461911796,2.743194766828445,0.21101498206372651
V4,11.214354373598205,7.369432874078821,1.281640499839795,4.165331624479333,2.8836911246395385,0.0
V40,11.196228638774306,7.365939893930466,0.2946375957572186,3.5356511490866236,1.473187978786093,0.2946375957572186
V41,4.0733197556008145,6.480281429364933,0.0,1.4812071838548417,2.0366598778004072,0.18515089798185522
V42,4.808655580044079,6.010819475055099,0.6010819475055099,0.8014425966740132,1.6028851933480264,0.2003606491685033
V5,2.906131938390003,8.427782621331009,0.2906131938390003,1.7436791630340018,2.034292356873002,0.0
V6,9.50508030154048,9.50508030154048,0.0,3.6053752867912157,1.6388069485414618,0.0
V7,11.502029769959403,6.7658998646820026,1.3531799729364007,3.7212449255751014,3.044654939106901,1.0148849797023003
V8,3.506311360448808,5.259467040673211,0.3506311360448808,1.0518934081346423,3.155680224403927,0.3506311360448808
V9,6.3391442155309035,8.276104948054234,0.7043493572812115,1.2326113752421202,1.9369607325233316,0.17608733932030288
